"table_name","field_name","language","translation","record_id","record_sub_id","field_value"
"agency","agency_name","ga","Nasc Áitiúil TFI Maigh Eo","3-7778161","",""
"agency","agency_name","ga","Nasc Áitiúil TFI Ciarraí","3-7778162","",""
"agency","agency_name","ga","Nasc Áitiúil TFI Corcaigh","3-7778163","",""
"agency","agency_name","ga","Nasc Áitiúil TFI Gaillimh","3-7778164","",""
"agency","agency_name","ga","Nasc Áitiúil TFI An Longfort An Iarmhí Ros Comáin","3-7778165","",""
"agency","agency_name","ga","Nasc Áitiúil TFI An Cabhán Muineachán","3-7778166","",""
"agency","agency_name","ga","Nasc Áitiúil TFI Tiobraid Árann","3-7778167","",""
"agency","agency_name","ga","Nasc Áitiúil TFI Port Láirge","3-7778168","",""
"agency","agency_name","ga","Nasc Áitiúil TFI Loch Garman","3-7778169","",""
"agency","agency_name","ga","Nasc Áitiúil TFI Lú An Mhí Fine Gall","3-7778170","",""
"agency","agency_name","ga","Nasc Áitiúil TFI Ceatharlach Cill Chainnigh Cill Mhantáin","3-7778171","",""
"agency","agency_name","ga","Nasc Áitiúil TFI Laois Uíbh Fhailí","3-7778172","",""
"agency","agency_name","ga","Nasc Áitiúil TFI Luimneach An Clár","3-7778173","",""
"agency","agency_name","ga","Nasc Áitiúil TFI Dún na ngall Sligeach Liatroim","3-7778174","",""
"agency","agency_name","ga","Nasc Áitiúil TFI Cill Dara Baile Átha Cliath Theas","3-7778312","",""
"routes","route_long_name","ga","Gaillimh - Baile Locha Riach","3-5059_113137","",""
"routes","route_long_name","ga","Cúil an tsúdaire - Mainistir Eimhín","3-5315_121001","",""
"routes","route_long_name","ga","Tulach Mhór - Baile Átha Luain","3-5315_121002","",""
"routes","route_long_name","ga","Maighean Rátha - Ceatharlach","3-5315_121003","",""
"routes","route_long_name","ga","Biorra - Port Laoise","3-5315_121004","",""
"routes","route_long_name","ga","Ros Cré - Port Laoise","3-5315_121006","",""
"routes","route_long_name","ga","Beannchar - Tulach Mhór","3-5315_121007","",""
"routes","route_long_name","ga","Baile Átha Luain - Durlas","3-5315_121008","",""
"routes","route_long_name","ga","Durlas - Port Laoise","3-5315_121009","",""
"routes","route_long_name","ga","Buiríos Mór Osraí - Droim Cáithe","3-5315_121010","",""
"routes","route_long_name","ga","Tulach Mhór - Droim Cáithe","3-5315_121011","",""
"routes","route_long_name","ga","Luimneach - Inis","3-5354_122218","",""
"routes","route_long_name","ga","Luimneach - Inis","3-5354_122291","",""
"routes","route_long_name","ga","Luimneach - Inis","3-5354_122292","",""
"routes","route_long_name","ga","An tinbhear Mór - Gleann Dá Loch","3-5366_124676","",""
"routes","route_long_name","ga","An tinbhear Mór - Ceatharlach","3-5366_124677","",""
"routes","route_long_name","ga","Carraig na Siúire - Gráinseach Mhóicléir","3-5366_124678","",""
"routes","route_long_name","ga","Bealach Conglais - Na Solláin","3-5366_124679","",""
"routes","route_long_name","ga","Ceatharlach - Ros Mhic Thriúin","3-5366_124680","",""
"routes","route_long_name","ga","Fiodh Dúin - Cill Chainnigh","3-5366_124681","",""
"routes","route_long_name","ga","Na Solláin - Gleann Dá Loch","3-5366_124682","",""
"routes","route_long_name","ga","Cill Chainnigh - Baile Átha Í","3-5366_124683","",""
"routes","route_long_name","ga","Carn an Bhua - Bealach Conglais","3-5366_124684","",""
"routes","route_long_name","ga","Béal Átha Seanaidh - Leitir Ceanainn","3-5367_124712","",""
"routes","route_long_name","ga","Bealach Féich - Doire","3-5367_124713","",""
"routes","route_long_name","ga","Bealach Féich - Leitir Ceanainn","3-5367_124714","",""
"routes","route_long_name","ga","Dún na ngall - Béal Átha Seanaidh","3-5367_124715","",""
"routes","route_long_name","ga","Gleann Cholm Cille - Dún na ngall","3-5367_124716","",""
"routes","route_long_name","ga","Sligeach - Droim Dhá Thiar","3-5367_124717","",""
"routes","route_long_name","ga","An Muileann Iarainn - Cora Droma Rúisc","3-5367_124718","",""
"routes","route_long_name","ga","Sligeach - An Damhshraith","3-5367_124719","",""
"routes","route_long_name","ga","Cora Droma Rúisc - Cluainín","3-5367_124720","",""
"routes","route_long_name","ga","Béal an Átha Móir - Sligeach","3-5367_124721","",""
"routes","route_long_name","ga","Carn Domhnach - Doire","3-5367_124722","",""
"routes","route_long_name","ga","An Caisleán Nua - Leitir Ceanainn","3-5367_124723","",""
"routes","route_long_name","ga","Cionn Mhálanna - Carn Domhnach","3-5367_124724","",""
"routes","route_long_name","ga","An Caisleán Nua - Doire","3-5367_124725","",""
"routes","route_long_name","ga","An Caisleán Nua - Bun Cranncha","3-5367_124726","",""
"routes","route_long_name","ga","An Fál Carrach - An Clochán Liath","3-5367_124727","",""
"routes","route_long_name","ga","Baile na Finne - An Clochán Liath","3-5367_124728","",""
"routes","route_long_name","ga","Ailt an Chorráin - Leitir Ceanainn","3-5367_124729","",""
"routes","route_long_name","ga","Cionn Fhánada - Leitir Ceanainn","3-5367_124730","",""
"routes","route_long_name","ga","An Caisleán Riabhach - Sligeach","3-5367_124731","",""
"routes","route_long_name","ga","Cúil Áine - Sligeach","3-5367_124732","",""
"routes","route_long_name","ga","Sligeach - Béal Átha Seanaidh","3-5367_124733","",""
"routes","route_long_name","ga","Cluainín - Béal Átha Seanaidh","3-5367_124734","",""
"routes","route_long_name","ga","Leifear - Leitir Ceanainn","3-5367_124735","",""
"routes","route_long_name","ga","An Clochán - Leitir Ceanainn","3-5367_124736","",""
"routes","route_long_name","ga","An Carraigín - Leitir Ceanainn","3-5367_124737","",""
"routes","route_long_name","ga","Carraig Airt - Na Dúnaibh","3-5367_124738","",""
"routes","route_long_name","ga","Port Nua - Dún na ngall","3-5367_124739","",""
"routes","route_long_name","ga","Droichead Nua - Na Solláin","3-5368_124761","",""
"routes","route_long_name","ga","Ceatharlach - An Nás","3-5368_124762","",""
"routes","route_long_name","ga","Baile Átha Í - Droichead Nua","3-5368_124763","",""
"routes","route_long_name","ga","Baile Átha Í - Fiodh Alúine","3-5368_124764","",""
"routes","route_long_name","ga","Droichead Nua - Dún Luáin","3-5368_124765","",""
"routes","route_long_name","ga","Tamhlacht - Bóthar na Bruíne","3-5368_124766","",""
"routes","route_long_name","ga","Tamhlacht - Tigh Bródáin","3-5368_124767","",""
"routes","route_long_name","ga","Brú na Bóinne - Droichead Átha","3-5369_124778","",""
"routes","route_long_name","ga","Ceanannas - Baile Átha Fhirdhia","3-5369_124779","",""
"routes","route_long_name","ga","Baile Átha Buí - An Uaimh - Droichead Átha","3-5369_124780","",""
"routes","route_long_name","ga","An Uaimh - Baile Átha Troim - An Bóthar Buí","3-5369_124781","",""
"routes","route_long_name","ga","Sord - Baile Brigín","3-5369_124782","",""
"routes","route_long_name","ga","Baile Brigín - Cill Dhéagláin","3-5369_124783","",""
"routes","route_long_name","ga","Cnoc Siáin - Sord","3-5369_124784","",""
"routes","route_long_name","ga","Baile Chaisleáin Bhéarra - Cill Chrócháin","3-5370_124685","",""
"routes","route_long_name","ga","Cionn tsáile - Cloich na Coillte","3-5370_124686","",""
"routes","route_long_name","ga","Tointeálaí Baile Chionn tsáile","3-5370_124687","",""
"routes","route_long_name","ga","Cloich na Coillte - Páirc Theicneolaíochta","3-5370_124688","",""
"routes","route_long_name","ga","Droichead na Bandan - Cionn tsáile","3-5370_124689","",""
"routes","route_long_name","ga","Cionn tsáile - OTM Baile an Easpaig","3-5370_124690","",""
"routes","route_long_name","ga","Na hailichí - Baile Chaisleáin Bhéarra","3-5370_124691","",""
"routes","route_long_name","ga","Carn Uí Néid - An Sciobairín","3-5370_124692","",""
"routes","route_long_name","ga","Dún na Séad - Baile an Chaisleáin","3-5370_124693","",""
"routes","route_long_name","ga","Dún na Séad - Bréantrá","3-5370_124694","",""
"routes","route_long_name","ga","An Ráth - Mala","3-5370_124695","",""
"routes","route_long_name","ga","Baile Mhistéala - Mala","3-5370_124696","",""
"routes","route_long_name","ga","Baile Mhistéala - Mainistir Fhear Maí","3-5370_124697","",""
"routes","route_long_name","ga","Mainistir Fhear Maí - Mala","3-5370_124698","",""
"routes","route_long_name","ga","Searcóg - Dún Dealgan","3-5371_124699","",""
"routes","route_long_name","ga","Muinchille - Achadh an Iúir","3-5371_124700","",""
"routes","route_long_name","ga","An Cabhán - Muineachán","3-5371_124701","",""
"routes","route_long_name","ga","Ceanannas - Muinchille","3-5371_124702","",""
"routes","route_long_name","ga","Baile Ghib - An Cabhán","3-5371_124703","",""
"routes","route_long_name","ga","Béal an Átha Móir - An Cabhán","3-5371_124704","",""
"routes","route_long_name","ga","Béal Átha héis - Óstán Kilmore","3-5371_124705","",""
"routes","route_long_name","ga","Ospidéal an Chabháin - Cill na Leice","3-5371_124706","",""
"routes","route_long_name","ga","An Cnoc Rua - Ospidéal an Chabháin","3-5371_124707","",""
"routes","route_long_name","ga","Cnoc an tsalainn - Muineachán","3-5371_124708","",""
"routes","route_long_name","ga","Baile na Lorgan - Muineachán","3-5371_124709","",""
"routes","route_long_name","ga","An Muileann - Muineachán","3-5371_124710","",""
"routes","route_long_name","ga","Scairbh na gcaorach - An Charraig Rua","3-5371_124711","",""
"routes","route_long_name","ga","Clár Chlainne Mhuiris - An Cheathrú Rua","3-5372_124740","",""
"routes","route_long_name","ga","An Cheathrú Rua - An Clochán","3-5372_124741","",""
"routes","route_long_name","ga","Gaillimh - Tuaim","3-5372_124742","",""
"routes","route_long_name","ga","Gaillimh - Baile Locha Riach","3-5372_124743","",""
"routes","route_long_name","ga","An Caisleán Riabhach - Béal Átha na Sluaighe","3-5372_124744","",""
"routes","route_long_name","ga","Port Omna - Béal Átha na Sluaighe","3-5372_124745","",""
"routes","route_long_name","ga","Baile Locha Riach - Baile Átha Luain","3-5372_124746","",""
"routes","route_long_name","ga","An Gort - Baile Locha Riach","3-5372_124747","",""
"routes","route_long_name","ga","Daingean Uí Chúis - Baile na ngall","3-5373_124748","",""
"routes","route_long_name","ga","Cé Bhréanainn - Trá Lí","3-5373_124749","",""
"routes","route_long_name","ga","Tairbeart - Trá Lí","3-5373_124750","",""
"routes","route_long_name","ga","Cill Airne - Daingean Uí Chúis","3-5373_124751","",""
"routes","route_long_name","ga","Daingean Uí Chúis - Dún Chaoin","3-5373_124752","",""
"routes","route_long_name","ga","Daingean Uí Chúis - Dún Chaoin","3-5373_124753","",""
"routes","route_long_name","ga","An Fhianait - Trá Lí","3-5373_124754","",""
"routes","route_long_name","ga","An Coireán - Cill Airne","3-5373_124755","",""
"routes","route_long_name","ga","An Coireán - Neidín","3-5373_124756","",""
"routes","route_long_name","ga","Baile Chaisleáin Bhéarra - Neidín","3-5373_124757","",""
"routes","route_long_name","ga","Corra - Trá Lí","3-5373_124758","",""
"routes","route_long_name","ga","Baile an Ridire - Cathair Saidhbhín","3-5373_124759","",""
"routes","route_long_name","ga","Baile an Sceilg - Cathair Saidhbhín","3-5373_124760","",""
"routes","route_long_name","ga","Luimneach - Inis","3-5374_124768","",""
"routes","route_long_name","ga","Baile Uí Bheacháin - Inis","3-5374_124769","",""
"routes","route_long_name","ga","Inis - Cill Rois","3-5374_124770","",""
"routes","route_long_name","ga","Inis - Cill Rois","3-5374_124771","",""
"routes","route_long_name","ga","Cill Rois - Ceann Léime","3-5374_124772","",""
"routes","route_long_name","ga","Leacain an Éadain - Inis","3-5374_124773","",""
"routes","route_long_name","ga","An Geata Bán - Inis","3-5374_124774","",""
"routes","route_long_name","ga","Aillte an Mhothair - Gaillimh","3-5374_124775","",""
"routes","route_long_name","ga","An Caisleán Nua - An Ráth","3-5374_124776","",""
"routes","route_long_name","ga","Tairbeart - Cromadh","3-5374_124777","",""
"routes","route_long_name","ga","An Longfort - Ros Comáin","3-5375_124796","",""
"routes","route_long_name","ga","Mainistir na Búille - Ros Comáin","3-5375_124797","",""
"routes","route_long_name","ga","An Airgnigh - Mainistir na Búille","3-5375_124798","",""
"routes","route_long_name","ga","An Longfort - An Muileann gcearr","3-5375_124799","",""
"routes","route_long_name","ga","Baile na gcros - An Muileann gcearr","3-5375_124800","",""
"routes","route_long_name","ga","Baile Átha Luain - An Muileann gcearr","3-5375_124801","",""
"routes","route_long_name","ga","An Longfort - An Cabhán","3-5375_124802","",""
"routes","route_long_name","ga","Loch Gamhna - An Longfort","3-5375_124803","",""
"routes","route_long_name","ga","Baile Uí Mhatháin - An Longfort","3-5375_124804","",""
"routes","route_long_name","ga","Béal an Átha - Caisleán an Bharraigh","3-5376_124805","",""
"routes","route_long_name","ga","Gob an Choire - Caisleán an Bharraigh","3-5376_124806","",""
"routes","route_long_name","ga","Béal an Mhuirthead - Caisleán an Bharraigh","3-5376_124807","",""
"routes","route_long_name","ga","Port Omna - An taonach","3-5377_124808","",""
"routes","route_long_name","ga","Durlas - Luimneach","3-5377_124809","",""
"routes","route_long_name","ga","Caiseal - Port Laoise","3-5377_124810","",""
"routes","route_long_name","ga","Baile Uí Bhróithe - Béal Átha Gabhann","3-5377_124811","",""
"routes","route_long_name","ga","Tiobraid Árann - An Chathair - Caiseal","3-5377_124812","",""
"routes","route_long_name","ga","Baile an Gharraí - Durlas","3-5377_124813","",""
"routes","route_long_name","ga","Crann Ard - Prc Mion Poppyfield","3-5377_124814","",""
"routes","route_long_name","ga","Crann Ard - Prc Gnó Ard Gaoithe","3-5377_124815","",""
"routes","route_long_name","ga","Crann Ard - Prc Gnó Ard Gaoithe","3-5377_124816","",""
"routes","route_long_name","ga","Cluain Meala - Dún Garbhán","3-5378_124817","",""
"routes","route_long_name","ga","Eochaill - Dún Garbhán","3-5378_124818","",""
"routes","route_long_name","ga","Trá Mhór - Port Láirge","3-5378_124819","",""
"routes","route_long_name","ga","Eochaill - Dún Garbhán","3-5378_124820","",""
"routes","route_long_name","ga","Mainistir Fhear Maí - Dún Garbhán","3-5378_124821","",""
"routes","route_long_name","ga","An Baile Dubh Uachtarach - Dún Garbhán","3-5378_124822","",""
"routes","route_long_name","ga","Trá Mhór - Dún Garbhán","3-5378_124823","",""
"routes","route_long_name","ga","Dún Garbhán - Port Láirge","3-5378_124824","",""
"routes","route_long_name","ga","Ros Mhic Thriúin - Inis Córthaidh","3-5379_124825","",""
"routes","route_long_name","ga","Inis Córthaidh - Ros Mhic Thriúin","3-5379_124826","",""
"routes","route_long_name","ga","Inis Córthaidh - An Tulach","3-5379_124827","",""
"routes","route_long_name","ga","Loch Garman - Inis Córthaidh","3-5379_124828","",""
"routes","route_long_name","ga","Loch Garman - Calafort Ros Láir","3-5379_124829","",""
"routes","route_long_name","ga","Dún Chormaic - Loch Garman","3-5379_124830","",""
"routes","route_long_name","ga","Séipéal na habhann - Guaire","3-5379_124831","",""
"routes","route_long_name","ga","Droichead Eoin - Ros Mhic Thriúin","3-5379_124832","",""
"routes","route_long_name","ga","Rinn Duáin - Ros Mhic Thriúin","3-5379_124833","",""
"stops","stop_name","ga","Doire Sráid Phádraig","3-701000002","",""
"stops","stop_name","ga","Campas Mhig Aoidh","3-7010B158241","",""
"stops","stop_name","ga","An Tulach Theas","3-821000003","",""
"stops","stop_name","ga","An Tulach Theas","3-821000004","",""
"stops","stop_name","ga","Institiúid Cheatharlach","3-821000005","",""
"stops","stop_name","ga","Institiúid Cheatharlach","3-821000006","",""
"stops","stop_name","ga","Leithghlinn an Droichid","3-821000007","",""
"stops","stop_name","ga","Leithghlinn an Droichid","3-821000008","",""
"stops","stop_name","ga","Stáisiún Cheatharlach","3-821000019","",""
"stops","stop_name","ga","Stáisiún Cheatharlach","3-821000020","",""
"stops","stop_name","ga","Baile Haicéid","3-8210B1340201","",""
"stops","stop_name","ga","OTO Ceatharlach","3-8210B136061","",""
"stops","stop_name","ga","An Tulach Thuaidh","3-8210B153991","",""
"stops","stop_name","ga","An Tulach Thuaidh","3-8210B154001","",""
"stops","stop_name","ga","Ceatharlach Stáisiún Bus","3-8210B3355701","",""
"stops","stop_name","ga","Ceatharlach Stáisiún Bus","3-8210B3355702","",""
"stops","stop_name","ga","Cill Damháin","3-8210B3511801","",""
"stops","stop_name","ga","Balana","3-8210B351711","",""
"stops","stop_name","ga","Balana","3-8210B351721","",""
"stops","stop_name","ga","An Tulach Láir","3-8210B3555602","",""
"stops","stop_name","ga","An Tulach Láir","3-8210B3555603","",""
"stops","stop_name","ga","OTO Ceatharlach","3-8210B5981201","",""
"stops","stop_name","ga","Stáisiún Dóiteáin","3-8210CO11098","",""
"stops","stop_name","ga","An Lána Glas","3-8210CO11099","",""
"stops","stop_name","ga","An Lána Glas","3-8210CO11114","",""
"stops","stop_name","ga","Stáisiún Dóiteáin","3-8210CO11115","",""
"stops","stop_name","ga","Bhruach an Bhearú","3-8210CO11159","",""
"stops","stop_name","ga","Ráth Tó","3-8210LL10438","",""
"stops","stop_name","ga","An Pharáid","3-8210LL10441","",""
"stops","stop_name","ga","Muine Bheag","3-8210LL10442","",""
"stops","stop_name","ga","Cill Ghréine","3-8210LL10443","",""
"stops","stop_name","ga","Páirc Phlásóg na Coille","3-8210LL10444","",""
"stops","stop_name","ga","An Bhuiríos","3-8210LL10445","",""
"stops","stop_name","ga","Cúil Chonmara","3-8210LL10446","",""
"stops","stop_name","ga","An Gleann","3-8210LL10447","",""
"stops","stop_name","ga","Tigh Moling","3-8210LL10448","",""
"stops","stop_name","ga","An Droimín","3-8210LL10449","",""
"stops","stop_name","ga","Cúil Chonmara","3-8210LL10450","",""
"stops","stop_name","ga","Muine Bheag","3-8210LL10451","",""
"stops","stop_name","ga","An Pharáid","3-8210LL10452","",""
"stops","stop_name","ga","Tigh an Réileáin","3-8210LL10874","",""
"stops","stop_name","ga","Páirc Phlásóg na Coille","3-8210LL12004","",""
"stops","stop_name","ga","Ráth Tó","3-8210LL12850","",""
"stops","stop_name","ga","Tigh an Réileáin","3-8210LL12851","",""
"stops","stop_name","ga","Tigh Moling","3-8210LL14503","",""
"stops","stop_name","ga","Cill Ghréine","3-8210LL14505","",""
"stops","stop_name","ga","An Gleann","3-8210LL14507","",""
"stops","stop_name","ga","An Droimín","3-8210LL14508","",""
"stops","stop_name","ga","An Bhuiríos","3-8210PB000012","",""
"stops","stop_name","ga","Bóthar Bohernabreena","3-8230DB002531","",""
"stops","stop_name","ga","Ionad Siopadóireachta an tseanbhábhúin","3-8230DB002532","",""
"stops","stop_name","ga","Plásóg Choill na Páirce","3-8230DB002533","",""
"stops","stop_name","ga","Ardán an tseanbhábhúin","3-8230DB002534","",""
"stops","stop_name","ga","Bóthar an tseanbhábhúin","3-8230DB002535","",""
"stops","stop_name","ga","Bóthar an tseanbhábhúin","3-8230DB002538","",""
"stops","stop_name","ga","Plásóg Choill na Páirce","3-8230DB002539","",""
"stops","stop_name","ga","Ionad Siopadóireachta an tseanbhábhúin","3-8230DB002540","",""
"stops","stop_name","ga","Páirc Mhaolruain","3-8230DB002605","",""
"stops","stop_name","ga","Páirc Mhaolruain","3-8230DB002616","",""
"stops","stop_name","ga","Ionad Siopadóireachta Bhaile na Coille","3-8230DB003007","",""
"stops","stop_name","ga","Luas Thamhlachta","3-8230DB004348","",""
"stops","stop_name","ga","Gleanntán na Coille","3-8230DB004871","",""
"stops","stop_name","ga","Fearann na Páirce","3-8230DB004872","",""
"stops","stop_name","ga","Feirm na Seanchúirte","3-8230DB004873","",""
"stops","stop_name","ga","Br na Seanchúirte","3-8230DB004874","",""
"stops","stop_name","ga","Br na Seanchúirte","3-8230DB004882","",""
"stops","stop_name","ga","Feirm na Seanchúirte","3-8230DB004883","",""
"stops","stop_name","ga","Fearann na Páirce","3-8230DB004884","",""
"stops","stop_name","ga","Gleanntán na Coille","3-8230DB004885","",""
"stops","stop_name","ga","Páirc Dháil Riada","3-8230DB006282","",""
"stops","stop_name","ga","Cúirt Dháil Riada","3-8230DB006283","",""
"stops","stop_name","ga","Ionad Siopadóireachta Bhaile na Coille","3-8230DB006326","",""
"stops","stop_name","ga","Cúirt Dháil Riada","3-8230DB006335","",""
"stops","stop_name","ga","Ardán an tseanbhábhúin","3-8230DB007960","",""
"stops","stop_name","ga","Gleann an Smóil","3-8230LL12038","",""
"stops","stop_name","ga","Taiscumar Uachtarach","3-8230LL12039","",""
"stops","stop_name","ga","Cionn Ard","3-8230LL12040","",""
"stops","stop_name","ga","Lána an Bhailfigh","3-8230LL12042","",""
"stops","stop_name","ga","Brakes of Cunard","3-8230LL12043","",""
"stops","stop_name","ga","Buaile na Scornaí","3-8230LL12044","",""
"stops","stop_name","ga","Scoil Náisiúnta Gleann an Smóil","3-8230LL12045","",""
"stops","stop_name","ga","Baile na mbráthar","3-8230LL12046","",""
"stops","stop_name","ga","Baile na mbráthar","3-8230LL12047","",""
"stops","stop_name","ga","Séipéal Naomh Áine","3-8230LL12048","",""
"stops","stop_name","ga","Séipéal Naomh Áine","3-8230LL12049","",""
"stops","stop_name","ga","Aill an Ghabhair","3-8230LL12069","",""
"stops","stop_name","ga","Coill an Chaoich","3-8230LL12098","",""
"stops","stop_name","ga","Coill an Chaoich","3-8230LL12099","",""
"stops","stop_name","ga","Coill Na Craobhaí","3-8230LL12100","",""
"stops","stop_name","ga","Coill Na Craobhaí","3-8230LL12101","",""
"stops","stop_name","ga","Tigh Bródáin","3-8230LL12102","",""
"stops","stop_name","ga","Club Thine Ifrinn","3-8230LL12103","",""
"stops","stop_name","ga","Club Thine Ifrinn","3-8230LL12104","",""
"stops","stop_name","ga","An Seanbhaile","3-8240000014","",""
"stops","stop_name","ga","An Aill","3-8240000015","",""
"stops","stop_name","ga","An Seanbhaile","3-8240000022","",""
"stops","stop_name","ga","Teach Altranais Shoird","3-8240000025","",""
"stops","stop_name","ga","Bun an Chnoic","3-8240000286","",""
"stops","stop_name","ga","Baile Gháire","3-8240000552","",""
"stops","stop_name","ga","Baile Gháire","3-8240000553","",""
"stops","stop_name","ga","Bun an Chnoic","3-8240000556","",""
"stops","stop_name","ga","Sráid an tséipéil","3-8240000559","",""
"stops","stop_name","ga","Ceann an Chapaill","3-8240000563","",""
"stops","stop_name","ga","Ceann an Chapaill","3-8240000564","",""
"stops","stop_name","ga","Baile Bachaille","3-8240000567","",""
"stops","stop_name","ga","Baile Bachaille","3-8240000568","",""
"stops","stop_name","ga","Baile an Bhaspailigh","3-8240000570","",""
"stops","stop_name","ga","Baile an Bhaspailigh","3-8240000571","",""
"stops","stop_name","ga","An túllord","3-8240000572","",""
"stops","stop_name","ga","An túllord","3-8240000573","",""
"stops","stop_name","ga","Br Chluain Ioraird","3-8240B109301","",""
"stops","stop_name","ga","Crois an Bhrúnaigh","3-8240B133101","",""
"stops","stop_name","ga","Stáisiún Bhaile Brigín","3-8240B1347401","",""
"stops","stop_name","ga","Ionad Siopadóireachta Millfield","3-8240B1348601","",""
"stops","stop_name","ga","Sord Láir","3-8240DB003678","",""
"stops","stop_name","ga","Caisleán Shoird","3-8240DB003679","",""
"stops","stop_name","ga","Pc na Glaise Móire","3-8240DB003682","",""
"stops","stop_name","ga","Corrán Ráth Béil","3-8240DB003686","",""
"stops","stop_name","ga","Caisleán Shoird","3-8240DB003689","",""
"stops","stop_name","ga","Sord Láir","3-8240DB003690","",""
"stops","stop_name","ga","Sord Láir","3-8240DB003691","",""
"stops","stop_name","ga","Bán na Mainistreach","3-8240DB003864","",""
"stops","stop_name","ga","Br Rc an Ghleanntáin","3-8240DB003865","",""
"stops","stop_name","ga","Lána an Déirí Nua","3-8240DB003867","",""
"stops","stop_name","ga","Lána an Déirí Nua","3-8240DB003881","",""
"stops","stop_name","ga","Pc Gharrán na Giúise","3-8240DB003884","",""
"stops","stop_name","ga","Páirc Mhóinéar na habhann","3-8240DB004315","",""
"stops","stop_name","ga","Ascaill Mhóinéar na habhann","3-8240DB004316","",""
"stops","stop_name","ga","Céide Mhóinéar na habhann","3-8240DB004317","",""
"stops","stop_name","ga","Sord Pavilions","3-8240DB004330","",""
"stops","stop_name","ga","Siúlán Berwick","3-8240DB004843","",""
"stops","stop_name","ga","Ascaill Urumhan","3-8240DB004905","",""
"stops","stop_name","ga","Ascaill Chrónáin","3-8240DB004906","",""
"stops","stop_name","ga","Plásóg Chrónáin","3-8240DB004907","",""
"stops","stop_name","ga","Páirc Ard Céin","3-8240DB004908","",""
"stops","stop_name","ga","Cianlea","3-8240DB004909","",""
"stops","stop_name","ga","Páirc Ard Céin","3-8240DB004910","",""
"stops","stop_name","ga","Cianlea","3-8240DB004911","",""
"stops","stop_name","ga","Lios Céin","3-8240DB004912","",""
"stops","stop_name","ga","Ascaill Chrónáin","3-8240DB004913","",""
"stops","stop_name","ga","Ascaill Urumhan","3-8240DB004915","",""
"stops","stop_name","ga","Bóthar Ráth Béil","3-8240DB005075","",""
"stops","stop_name","ga","Asc Bhaile Breacáin","3-8240DB005076","",""
"stops","stop_name","ga","Asc Bhaile Breacáin","3-8240DB005077","",""
"stops","stop_name","ga","Lána an Uisce","3-8240DB005078","",""
"stops","stop_name","ga","Bóthar Ráth Béil","3-8240DB005096","",""
"stops","stop_name","ga","Reilig Theampall Mhaighréide","3-8240DB006162","",""
"stops","stop_name","ga","CLG Naomh Maighréide","3-8240DB007013","",""
"stops","stop_name","ga","CLG Naomh Maighréide","3-8240DB007014","",""
"stops","stop_name","ga","Teampall Mhaighréide","3-8240DB007023","",""
"stops","stop_name","ga","Asc Gheata Bunbury","3-8240DB007133","",""
"stops","stop_name","ga","Iostáin Ráth Béil","3-8240DB007134","",""
"stops","stop_name","ga","Iostáin Ráth Béil","3-8240DB007145","",""
"stops","stop_name","ga","Céide Chnoc Siáin","3-8240DB007654","",""
"stops","stop_name","ga","Lána Chill Leice","3-8240DB008027","",""
"stops","stop_name","ga","Lána Chill Leice","3-8240DB008028","",""
"stops","stop_name","ga","Coill na núll","3-8240DB010377","",""
"stops","stop_name","ga","Coill na núll","3-8240DB010380","",""
"stops","stop_name","ga","Asc Gheata Bunbury","3-8240DB010381","",""
"stops","stop_name","ga","Coirnéal Gough","3-8240LL10464","",""
"stops","stop_name","ga","Sráid an tséipéil","3-8240LL10471","",""
"stops","stop_name","ga","Saucerstown","3-8240LL11599","",""
"stops","stop_name","ga","Baile Uí Rócháin","3-8240LL11600","",""
"stops","stop_name","ga","Sceach Dhubh","3-8240LL11601","",""
"stops","stop_name","ga","Baile Bachaille","3-8240LL11602","",""
"stops","stop_name","ga","Steach Maoilín","3-8240LL11603","",""
"stops","stop_name","ga","Coirnéal Gough","3-8240LL11604","",""
"stops","stop_name","ga","Bruach Airgid","3-8240LL11605","",""
"stops","stop_name","ga","Baile Mhic Gormáin","3-8240LL11606","",""
"stops","stop_name","ga","Baile Scadán","3-8240LL11607","",""
"stops","stop_name","ga","Baile Scadán","3-8240LL11609","",""
"stops","stop_name","ga","Baile Mhic Gormáin","3-8240LL11610","",""
"stops","stop_name","ga","Radharc an tsléibhe","3-8240LL11611","",""
"stops","stop_name","ga","Baile an Gleantanaigh","3-8240LL11612","",""
"stops","stop_name","ga","Baile Bachaille","3-8240LL11613","",""
"stops","stop_name","ga","Sceach Dhubh","3-8240LL11614","",""
"stops","stop_name","ga","Baile Uí Rócháin","3-8240LL11615","",""
"stops","stop_name","ga","Baile an tsásaraigh","3-8240LL11616","",""
"stops","stop_name","ga","An Aill","3-8240LL12054","",""
"stops","stop_name","ga","Baile Mhic Dhoinn","3-8240LL14183","",""
"stops","stop_name","ga","Baile Mhic Dhoinn","3-8240LL14184","",""
"stops","stop_name","ga","CLG Na Sairséalaigh","3-826000002","",""
"stops","stop_name","ga","Stáisiún Droichead Nua","3-826000009","",""
"stops","stop_name","ga","CLG Na Sairséalaigh","3-826000013","",""
"stops","stop_name","ga","Stáisiún na Sollán","3-826000017","",""
"stops","stop_name","ga","Maoin","3-826000020","",""
"stops","stop_name","ga","Baile an Chalbhaigh","3-826000021","",""
"stops","stop_name","ga","Baile an Chalbhaigh","3-826000022","",""
