"table_name","field_name","language","translation","record_id","record_sub_id","field_value"
"trips","trip_headsign","ga","Tamhlacht","3-5242_2787","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2793","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2794","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2795","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2796","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2818","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2826","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2827","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2833","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2840","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2844","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2849","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2856","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2857","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2867","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2872","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2877","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2878","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2888","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2894","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2899","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2902","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2903","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2920","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2921","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2928","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2929","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2943","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2949","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2950","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2951","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2955","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2961","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2966","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2976","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2977","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2981","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_2994","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3004","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3005","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3010","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3011","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3012","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3015","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3027","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3032","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3033","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3037","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3042","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3052","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3053","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3060","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3076","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3077","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3082","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3084","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3085","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3098","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3103","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3104","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3105","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3116","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3126","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3127","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3132","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3138","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3141","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3154","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3156","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3161","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3162","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3177","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3178","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3182","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3188","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3190","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3197","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3198","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3205","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3212","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3223","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3233","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3234","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3244","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3245","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3250","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3251","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3252","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3261","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3266","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3274","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3275","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3284","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3300","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3301","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3302","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3307","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3308","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3322","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3323","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3324","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3328","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3340","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3347","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3348","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3356","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3367","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3368","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3378","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3379","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3380","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3390","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3396","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3397","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3406","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3412","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3416","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3424","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3425","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3429","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3440","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3447","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3457","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3458","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3472","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3478","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3479","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3483","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3484","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3491","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3503","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3504","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3511","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3523","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3528","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3531","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3537","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3538","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3542","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3557","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3558","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3568","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3569","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3574","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3585","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3586","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3590","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3592","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3613","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3619","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3620","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3621","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3635","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3637","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3646","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3647","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3651","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3658","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3666","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3667","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3686","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3687","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3696","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3702","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3707","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3708","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3709","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3725","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3726","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3731","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3747","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3752","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3758","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3759","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3760","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3778","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3781","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3796","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3797","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3806","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3812","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3813","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3814","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3815","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3825","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3834","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3838","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3839","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3852","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3873","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3874","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3876","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3885","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3886","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3895","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3896","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3905","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3906","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3910","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3911","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3925","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3926","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3934","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3949","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3955","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3956","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3960","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3961","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3966","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3967","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3976","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3979","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3989","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3990","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_3999","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4005","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4006","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4007","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4016","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4017","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4022","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4023","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4032","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4034","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4044","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4045","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4054","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4060","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4065","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4066","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4075","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4081","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4086","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4087","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4096","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4101","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4106","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4107","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4111","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4120","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4126","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4127","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4131","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4141","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4146","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4147","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4150","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4161","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4166","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4167","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4170","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4181","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4182","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4183","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4190","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4201","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4202","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4203","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4210","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4221","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4222","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4225","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4226","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4241","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4242","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4243","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4246","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4261","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4262","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4263","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4269","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4281","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4291","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4292","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4295","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4303","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4312","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4313","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4314","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4323","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4332","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4333","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4334","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4342","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4352","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4357","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4358","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4362","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4372","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4377","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4378","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4391","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4392","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4397","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4398","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4411","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4412","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4413","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4414","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4436","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4437","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4440","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4442","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4456","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4457","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4461","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4463","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4476","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4477","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4480","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4481","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4483","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4495","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4496","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4497","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4509","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4510","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4512","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4521","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4522","",""
"trips","trip_headsign","ga","Tamhlacht","3-5242_4524","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3024","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3025","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3026","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3027","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3028","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3029","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3035","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3036","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3037","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3038","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3039","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3040","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3041","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3047","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3048","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3050","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3053","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3054","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3055","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3056","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3057","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3058","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3064","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3065","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3067","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3070","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3071","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3072","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3073","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3074","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3075","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3081","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3082","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3084","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3087","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3088","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3089","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3090","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3091","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3092","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3098","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3099","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3101","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3104","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3105","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3106","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3107","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3108","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3109","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3115","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3116","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3118","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3121","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3122","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3123","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3124","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3125","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3126","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3132","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3133","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3135","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3138","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3139","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3140","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3141","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3142","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3143","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3149","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3150","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3152","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3155","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3156","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3157","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3158","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3159","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3160","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3166","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3167","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3169","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3172","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3173","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3175","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3177","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3178","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3179","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3180","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3181","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3182","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3189","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3190","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3191","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3192","",""
"trips","trip_headsign","ga","Cill Dhéagláin","3-5249_3193","",""
