"route_id","agency_id","route_short_name","route_long_name","route_desc","route_type","route_url","route_color","route_text_color","route_sort_order","continuous_pickup","continuous_drop_off"
"3-5354_122313","3-7778020","402","Seacrest - Eyre Square - Merlin Park","","3","","CE3B39","FFFFFF","","",""
"3-5354_122314","3-7778020","404","Eyre Square - Newcastle","","3","","CE3B39","FFFFFF","","",""
"3-5354_122315","3-7778020","405","Rahoon - Eyre Square - Ballybane","","3","","CE3B39","FFFFFF","","",""
"3-5354_122316","3-7778020","407","Eyre Square - Bóthar an Chóiste","","3","","CE3B39","FFFFFF","","",""
"3-5354_122317","3-7778020","409","Eyre Square - An Pháirc Mhór","","3","","CE3B39","FFFFFF","","",""
"3-5354_122318","3-7778020","417","Galway - Corofin Cross - Tuam","","3","","CE3B39","FFFFFF","","",""
"3-5354_122319","3-7778020","419","Galway - Clifden","","3","","CE3B39","FFFFFF","","",""
"3-5354_122320","3-7778020","420","Ballina - Pontoon - Castlebar","","3","","CE3B39","FFFFFF","","",""
"3-5354_122321","3-7778020","421","Swinford - Claremorris","","3","","CE3B39","FFFFFF","","",""
"3-5354_122322","3-7778020","422","Headford - Castlebar","","3","","CE3B39","FFFFFF","","",""
"3-5354_122323","3-7778020","423","Westport - Clifden","","3","","CE3B39","FFFFFF","","",""
"3-5354_122324","3-7778020","424","Galway - Lettermullen","","3","","CE3B39","FFFFFF","","",""
"3-5354_122325","3-7778020","425","Galway - Roscommon - Longford","","3","","CE3B39","FFFFFF","","",""
"3-5354_122326","3-7778020","429","Galway - Tuam - Castlerea","","3","","CE3B39","FFFFFF","","",""
"3-5354_122327","3-7778020","434","Galway - Gort","","3","","CE3B39","FFFFFF","","",""
"3-5354_122328","3-7778020","440","Knock Airport - Westport - Dooagh","","3","","CE3B39","FFFFFF","","",""
"3-5354_122329","3-7778020","109a","DCU - Airport - Ratoath - Navan","","3","","CE3B39","FFFFFF","","",""
"3-5354_122330","3-7778020","425a","Galway - Monivea - Mountbellew","","3","","CE3B39","FFFFFF","","",""
"3-5354_122331","3-7778020","109d","DCU - Trim","","3","","CE3B39","FFFFFF","","",""
"3-5354_122332","3-7778020","109b","Dublin - Dunshaughlin - Trim","","3","","CE3B39","FFFFFF","","",""
"3-5354_122333","3-7778020","109x","Dublin - Kells - Cavan Hourly Express","","3","","CE3B39","FFFFFF","","",""
"3-5354_122334","3-7778020","111a","Delvin - Granard - Cavan","","3","","CE3B39","FFFFFF","","",""
"3-5354_122335","3-7778020","115x","Connolly Station - Mullingar Stn","","3","","CE3B39","FFFFFF","","",""
"3-5354_122336","3-7778020","220c","MTU - Crosshaven","","3","","CE3B39","FFFFFF","","",""
"3-5354_122337","3-7778020","304a","Raheen - Bus Station - Ul","","3","","CE3B39","FFFFFF","","",""
"3-5354_122338","3-7778020","Nx","Dublin Wilton Terrace - Navan","","3","","CE3B39","FFFFFF","","",""
"3-5354_122339","3-7778020","Nv1","Gainstown - Dunville Road","","3","","CE3B39","FFFFFF","","",""
"3-5354_122340","3-7778020","Nv2","Gainstown - Cluster Park","","3","","CE3B39","FFFFFF","","",""
"3-5354_122341","3-7778020","103x","Dublin - Ashbourne - Duleek - Navan","","3","","CE3B39","FFFFFF","","",""
"3-5354_122342","3-7778020","105x","UCD - M3 - Ratoath - Ashbourne","","3","","CE3B39","FFFFFF","","",""
"3-5354_122343","3-7778020","111x","Dublin express - Athboy - Clonmellon","","3","","CE3B39","FFFFFF","","",""
"3-5355_123741","3-7778017","rail","Dublin - Belfast","","2","","","","","",""
"3-5355_123743","3-7778017","Intercity","Dublin - Cork","","2","","32A441","000000","","",""
"3-5355_123745","3-7778017","rail","Dublin - Tralee","","2","","32A441","000000","","",""
"3-5355_123747","3-7778017","rail","Dublin - Limerick","","2","","32A441","000000","","",""
"3-5355_123749","3-7778017","rail","Limerick - Galway","","2","","32A441","000000","","",""
"3-5355_123750","3-7778017","rail","Waterford - Limerick","","2","","32A441","000000","","",""
"3-5355_123751","3-7778017","rail","Limerick - Ballybrophy","","2","","32A441","000000","","",""
"3-5355_123754","3-7778017","rail","Dublin - Waterford","","2","","","","","",""
"3-5355_123757","3-7778017","rail","Dublin - Europort","","2","","","","","",""
"3-5355_123759","3-7778017","rail","Dublin - Galway","","2","","","","","",""
"3-5355_123760","3-7778017","rail","Dublin - Westport","","2","","32A441","000000","","",""
"3-5355_123763","3-7778017","rail","Dublin - Sligo","","2","","32A441","000000","","",""
"3-5355_123765","3-7778017","Commuter","Dublin - Portlaoise","","2","","32A441","000000","","",""
"3-5355_123766","3-7778017","rail","Dublin - Maynooth","","2","","32A441","000000","","",""
"3-5355_123767","3-7778017","rail","Mallow - Cobh","","2","","32A441","000000","","",""
"3-5355_123768","3-7778017","rail","Dublin - Drogheda/Dundalk","","2","","32A441","000000","","",""
"3-5355_123769","3-7778017","Dart","Bray - Howth","","2","","6DC067","000000","","",""
"3-5366_124676","3-7778171","183","Arklow - Glendalough","","3","","","","","",""
"3-5366_124677","3-7778171","800","Arklow - Carlow","","3","","","","","",""
"3-5366_124678","3-7778171","817c","Carrick-on-Suir - Grangemockler","","3","","","","","",""
"3-5366_124679","3-7778171","885","Baltinglass - Sallins","","3","","","","","",""
"3-5366_124680","3-7778171","887","Carlow - New Ross","","3","","","","","",""
"3-5366_124681","3-7778171","891","Fiddown - Kilkenny","","3","","","","","",""
"3-5366_124682","3-7778171","895","Sallins - Glendalough","","3","","","","","",""
"3-5366_124683","3-7778171","897","Kilkenny - Athy","","3","","","","","",""
"3-5366_124684","3-7778171","Ww10","Carnew - Baltinglass","","3","","","","","",""
"3-5367_124712","3-7778174","264","Ballyshannon - Letterkenny","","3","","","","","",""
"3-5367_124713","3-7778174","288","Ballybofey - Derry","","3","","","","","",""
"3-5367_124714","3-7778174","290","Ballybofey - Letterkenny","","3","","","","","",""
"3-5367_124715","3-7778174","292","Donegal - Ballyshannon","","3","","","","","",""
"3-5367_124716","3-7778174","293","Gleann Cholm Cille - Donegal","","3","","","","","",""
"3-5367_124717","3-7778174","563","Sligo - Dromahair","","3","","","","","",""
"3-5367_124718","3-7778174","564","Swanlinbar - Carrick-on-Shannon","","3","","","","","",""
"3-5367_124719","3-7778174","566","Sligo - Dowra","","3","","","","","",""
"3-5367_124720","3-7778174","567","Carrick-on-Shannon - Manorhamilton","","3","","","","","",""
"3-5367_124721","3-7778174","572","Ballinamore - Sligo","","3","","","","","",""
"3-5367_124722","3-7778174","952","Carndonagh - Derry","","3","","","","","",""
"3-5367_124723","3-7778174","953","Greencastle - Letterkenny","","3","","","","","",""
"3-5367_124724","3-7778174","954","Malin Head - Carndonagh","","3","","","","","",""
"3-5367_124725","3-7778174","957","Greencastle - Derry","","3","","","","","",""
"3-5367_124726","3-7778174","959","Greencastle - Buncrana","","3","","","","","",""
"3-5367_124727","3-7778174","966","An Fál Carrach - An Clochán Liath","","3","","","","","",""
"3-5367_124728","3-7778174","967","Baile na Finne - An Clochán Liath","","3","","","","","",""
"3-5367_124729","3-7778174","971","Ailt an Chorráin - Letterkenny","","3","","","","","",""
"3-5367_124730","3-7778174","973","Cionn Fhánada - Letterkenny","","3","","","","","",""
"3-5367_124731","3-7778174","977","Castlerea - Sligo","","3","","","","","",""
"3-5367_124732","3-7778174","981","Coolaney - Sligo","","3","","","","","",""
"3-5367_124733","3-7778174","982","Sligo - Ballyshannon","","3","","","","","",""
"3-5367_124734","3-7778174","983","Manorhamilton - Ballyshannon","","3","","","","","",""
"3-5367_124735","3-7778174","987","Lifford - Letterkenny","","3","","","","","",""
"3-5367_124736","3-7778174","988","An Clochán - Letterkenny","","3","","","","","",""
"3-5367_124737","3-7778174","989","Carrigans - Letterkenny","","3","","","","","",""
"3-5367_124738","3-7778174","993","Carraig Airt - Na Dúnaibh","","3","","","","","",""
"3-5367_124739","3-7778174","994","Portnoo - Donegal","","3","","","","","",""
"3-5368_124761","3-7778312","821","Newbridge - Sallins","","3","","","","","",""
"3-5368_124762","3-7778312","880","Carlow - Naas","","3","","","","","",""
"3-5368_124763","3-7778312","883","Athy - Newbridge","","3","","","","","",""
"3-5368_124764","3-7778312","888","Athy - Allenwood","","3","","","","","",""
"3-5368_124765","3-7778312","892","Newbridge - Dunlavin","","3","","","","","",""
"3-5368_124766","3-7778312","Sd3","Tallaght - Bohernabreena","","3","","","","","",""
"3-5368_124767","3-7778312","Sd4","Tallaght - Tibradden","","3","","","","","",""
"3-5369_124778","3-7778170","163","Brú na Bóinne - Drogheda","","3","","","","","",""
"3-5369_124779","3-7778170","177","Kells - Ardee","","3","","","","","",""
"3-5369_124780","3-7778170","188","Athboy - Navan - Drogheda","","3","","","","","",""
"3-5369_124781","3-7778170","189","Navan - Trim - Enfield","","3","","","","","",""
"3-5369_124782","3-7778170","192","Swords - Balbriggan","","3","","","","","",""
"3-5369_124783","3-7778170","195","Balbriggan - Ashbourne","","3","","","","","",""
"3-5369_124784","3-7778170","196","Knocksedan - Swords","","3","","","","","",""
"3-5370_124685","3-7778163","232","Castletownbere - Kilcrohane","","3","","","","","",""
"3-5370_124686","3-7778163","253","Kinsale - Clonakilty","","3","","","","","",""
"3-5370_124687","3-7778163","253c","Kinsale Town Shuttle","","3","","","","","",""
"3-5370_124688","3-7778163","253t","Clonakilty - Technology Park","","3","","","","","",""
"3-5370_124689","3-7778163","254","Bandon - Kinsale","","3","","","","","",""
"3-5370_124690","3-7778163","255","Kinsale - MTU Bishopstown","","3","","","","","",""
"3-5370_124691","3-7778163","263","Allihies - Castletownbere","","3","","","","","",""
"3-5370_124692","3-7778163","265","Mizen Head - Skibbereen","","3","","","","","",""
"3-5370_124693","3-7778163","266a","Baltimore - Castletownshend","","3","","","","","",""
"3-5370_124694","3-7778163","266b","Baltimore - Union Hall","","3","","","","","",""
"3-5370_124695","3-7778163","522","Charleville - Mallow","","3","","","","","",""
"3-5370_124696","3-7778163","523","Mitchelstown - Mallow","","3","","","","","",""
"3-5370_124697","3-7778163","529","Mitchelstown - Fermoy","","3","","","","","",""
"3-5370_124698","3-7778163","530","Fermoy - Mallow","","3","","","","","",""
"3-5371_124699","3-7778166","171","Shercock - Dundalk","","3","","","","","",""
"3-5371_124700","3-7778166","172","Cootehill - Virginia","","3","","","","","",""
"3-5371_124701","3-7778166","176","Cavan - Monaghan","","3","","","","","",""
"3-5371_124702","3-7778166","178","Kells - Cootehill","","3","","","","","",""
"3-5371_124703","3-7778166","186","Baile Ghib - Cavan","","3","","","","","",""
"3-5371_124704","3-7778166","929","Ballinamore - Cavan","","3","","","","","",""
"3-5371_124705","3-7778166","C1","Ballyhaise - Kilmore Hotel","","3","","","","","",""
"3-5371_124706","3-7778166","C2","Cavan Hospital - Kilnaleck","","3","","","","","",""
"3-5371_124707","3-7778166","C3","Redhills - Cavan Hospital","","3","","","","","",""
"3-5371_124708","3-7778166","Mn1","Knockatallon - Monaghan","","3","","","","","",""
"3-5371_124709","3-7778166","Mn2","Castleblayney - Monaghan","","3","","","","","",""
"3-5371_124710","3-7778166","Mn3","Mullan - Monaghan","","3","","","","","",""
"3-5371_124711","3-7778166","Mn33","Emyvale - Carrickroe","","3","","","","","",""
"3-5372_124740","3-7778164","431","Claremorris - An Cheathrú Rua","","3","","","","","",""
"3-5372_124741","3-7778164","432","An Cheathrú Rua - Clifden","","3","","","","","",""
"3-5372_124742","3-7778164","438","Galway - Tuam","","3","","","","","",""
"3-5372_124743","3-7778164","439","Galway - Loughrea","","3","","","","","",""
"3-5372_124744","3-7778164","546","Castlerea - Ballinasloe","","3","","","","","",""
"3-5372_124745","3-7778164","547","Portumna - Ballinasloe","","3","","","","","",""
"3-5372_124746","3-7778164","548","Loughrea - Athlone","","3","","","","","",""
"3-5372_124747","3-7778164","934","Gort - Loughrea","","3","","","","","",""
"3-5373_124748","3-7778162","268","Dingle - Baile na ngall","","3","","","","","",""
"3-5373_124749","3-7778162","273","Cé Bhréanainn - Tralee","","3","","","","","",""
"3-5373_124750","3-7778162","274","Tarbert - Tralee","","3","","","","","",""
"3-5373_124751","3-7778162","276","Killarney - Dingle","","3","","","","","",""
"3-5373_124752","3-7778162","277a","Dingle - Dún Chaoin","","3","","","","","",""
"3-5373_124753","3-7778162","277b","Dingle - Dún Chaoin","","3","","","","","",""
"3-5373_124754","3-7778162","278","Fenit - Tralee","","3","","","","","",""
"3-5373_124755","3-7778162","280","Waterville - Killarney","","3","","","","","",""
"3-5373_124756","3-7778162","281","Waterville - Kenmare","","3","","","","","",""
"3-5373_124757","3-7778162","282","Castletownbere - Kenmare","","3","","","","","",""
"3-5373_124758","3-7778162","283","Currow - Tralee","","3","","","","","",""
"3-5373_124759","3-7778162","287a","Knightstown - Cahersiveen","","3","","","","","",""
"3-5373_124760","3-7778162","287b","Baile an Sceilg - Cahersiveen","","3","","","","","",""
"3-5374_124768","3-7778173","318","Limerick - Ennis","","3","","","","","",""
"3-5374_124769","3-7778173","331","Ballyvaughan - Ennis","","3","","","","","",""
"3-5374_124770","3-7778173","335","Ennis - Kilrush","","3","","","","","",""
"3-5374_124771","3-7778173","337","Ennis - Kilrush","","3","","","","","",""
"3-5374_124772","3-7778173","339","Kilrush - Loop Head","","3","","","","","",""
"3-5374_124773","3-7778173","342","Flagmount - Ennis","","3","","","","","",""
"3-5374_124774","3-7778173","344","Whitegate - Ennis","","3","","","","","",""
"3-5374_124775","3-7778173","351","Cliffs of Moher - Galway","","3","","","","","",""
"3-5374_124776","3-7778173","521","Newcastle West - Charleville","","3","","","","","",""
"3-5374_124777","3-7778173","595","Tarbert - Croom","","3","","","","","",""
"3-5375_124796","3-7778165","426","Longford - Roscommon","","3","","","","","",""
"3-5375_124797","3-7778165","570","Boyle - Roscommon","","3","","","","","",""
"3-5375_124798","3-7778165","571","Arigna - Boyle","","3","","","","","",""
"3-5375_124799","3-7778165","816","Longford - Mullingar","","3","","","","","",""
"3-5375_124800","3-7778165","818","Castlepollard - Mullingar","","3","","","","","",""
"3-5375_124801","3-7778165","819","Athlone - Mullingar","","3","","","","","",""
"3-5375_124802","3-7778165","862","Longford - Cavan","","3","","","","","",""
"3-5375_124803","3-7778165","865","Lough Gowna - Longford","","3","","","","","",""
"3-5375_124804","3-7778165","Lr24","Ballymahon - Longford","","3","","","","","",""
"3-5376_124805","3-7778161","454","Ballina - Castlebar","","3","","","","","",""
"3-5376_124806","3-7778161","460a","Gob an Choire - Castlebar","","3","","","","","",""
"3-5376_124807","3-7778161","460b","Béal an Mhuirthead - Castlebar","","3","","","","","",""
"3-5377_124808","3-7778167","322","Portumna - Nenagh","","3","","","","","",""
"3-5377_124809","3-7778167","391","Thurles - Limerick","","3","","","","","",""
"3-5377_124810","3-7778167","828","Cashel - Portlaoise","","3","","","","","",""
"3-5377_124811","3-7778167","854","Ballybrophy - Silvermines","","3","","","","","",""
"3-5377_124812","3-7778167","855","Tipperary - Cahir - Cashel","","3","","","","","",""
"3-5377_124813","3-7778167","896","Ballingarry - Thurles","","3","","","","","",""
"3-5377_124814","3-7778167","Cl1","Crann Ard - Poppyfield Retail Park","","3","","","","","",""
"3-5377_124815","3-7778167","Cl2","Crann Ard - Ard Gaoithe Business Park","","3","","","","","",""
"3-5377_124816","3-7778167","Cl9","Crann Ard - Ard Gaoithe Business Park","","3","","","","","",""
"3-5378_124817","3-7778168","356","Clonmel - Dungarvan","","3","","","","","",""
"3-5378_124818","3-7778168","357","Youghal - Dungarvan","","3","","","","","",""
"3-5378_124819","3-7778168","358","Tramore - Waterford","","3","","","","","",""
"3-5378_124820","3-7778168","361","Youghal - Dungarvan","","3","","","","","",""
"3-5378_124821","3-7778168","363","Fermoy - Dungarvan","","3","","","","","",""
"3-5378_124822","3-7778168","363a","Ballyduff Upper - Dungarvan","","3","","","","","",""
"3-5378_124823","3-7778168","367","Tramore - Dungarvan","","3","","","","","",""
"3-5378_124824","3-7778168","667","Dungarvan - Waterford","","3","","","","","",""
"3-5379_124825","3-7778169","359","New Ross - Enniscorthy","","3","","","","","",""
"3-5379_124826","3-7778169","368","Enniscorthy - New Ross","","3","","","","","",""
"3-5379_124827","3-7778169","369","Enniscorthy - Tullow","","3","","","","","",""
"3-5379_124828","3-7778169","384","Wexford - Enniscorthy","","3","","","","","",""
"3-5379_124829","3-7778169","387","Wexford - Rosslare Harbour","","3","","","","","",""
"3-5379_124830","3-7778169","388","Duncormick - Wexford","","3","","","","","",""
"3-5379_124831","3-7778169","389","Riverchapel - Gorey","","3","","","","","",""
"3-5379_124832","3-7778169","392","Wellingtonbridge - New Ross","","3","","","","","",""
"3-5379_124833","3-7778169","399","Hook Head - New Ross","","3","","","","","",""
"3-5380_106966","3-7778044","139","Blanchardstown - Naas","","3","","","","","",""
"3-5380_112910","3-7778044","736","Dublin Airport - Tramore","","3","","","","","",""
"3-5380_113451","3-7778044","874","Hacketstown - Carlow","","3","","","","","",""
"3-5380_114256","3-7778044","735","Limerick - Dublin Airport","","3","","","","","",""
"3-5380_115074","3-7778044","717","Clonmel - Dublin Airport","","3","","","","","",""
"3-5380_116113","3-7778044","617","Waterford - Kilkenny","","3","","","","","",""
"3-5380_116114","3-7778044","627","Waterford - Kilkenny","","3","","","","","",""
"3-5380_117855","3-7778044","607","Waterford - Kilkenny","","3","","","","","",""
"3-5381_105285","3-7778028","Kk1","Glenbawn - Danville Business Park","","3","","","","","",""
"3-5381_105286","3-7778028","Kk2","Cillín Hill - St Luke’s Hospital","","3","","","","","",""
"3-5381_116109","3-7778028","410","Mount Prospect - Eyre Square","","3","","","","","",""
"3-5381_116110","3-7778028","411","Mount Prospect - Eyre Square","","3","","","","","",""
"3-5381_116111","3-7778028","412","Mount Prospect - Eyre Square","","3","","","","","",""
"3-5381_99938","3-7778028","Pl1","Colliers Lane - Woodgrove","","3","","","","","",""
"3-5381_99940","3-7778028","Pl2","Kilminchy Avenue – Bellingham","","3","","","","","",""
"3-5384_124834","3-7778155","310","Sarsfield Street - National Tech Park","","3","","60AC1C","000000","","",""
