"stop_id","stop_code","stop_name","stop_desc","stop_lat","stop_lon","zone_id","stop_url","location_type","parent_station","stop_timezone","wheelchair_boarding","level_id","platform_code"
"3-700000014230","0","Park & Ride Glenshane Rd","","54.836019","-6.682173","","","0","","Europe/London","0","",""
"3-701000002","12537","Derry Patrick Street","","54.99998","-7.32234","","","0","","Europe/London","0","",""
"3-701000006","13224","Drumahoe Park and Ride","","54.97452","-7.25841","","","0","","Europe/London","0","",""
"3-701000007","13225","Derry Foyleside","","54.994101","-7.317331","","","0","","Europe/London","0","",""
"3-7010B158131","158131","Ulsterbus Depot","","54.996629","-7.317866","","","0","","Europe/London","0","",""
"3-7010B158241","158241","Magee Campus","","55.002956","-7.322545","","","0","","Europe/London","0","",""
"3-702000001","13226","Belfast International Airport","","54.662443","-6.217877","","","0","","Europe/London","0","",""
"3-702000015422","0","Europa Bus Centre","","54.595054","-5.936268","","","0","","Europe/London","0","",""
"3-70200B156091","156091","Glengall Street","","54.595088","-5.937195","","","0","","Europe/London","0","",""
"3-7020IR0037","0","Lisburn","","54.513863","-6.045132","","","0","3-7020IR0037-P","Europe/London","0","",""
"3-7020IR2162","0","Belfast","","54.594684","-5.939831","","","0","","Europe/London","0","",""
"3-7040B107131","107131","Cullaville","","54.062045","-6.643525","","","0","","Europe/London","0","",""
"3-7040B139481","139481","Newry","","54.168253","-6.339098","","","0","","Europe/London","0","",""
"3-7040B139491","139491","Buttercrane Shopping Centre","","54.172871","-6.340996","","","0","","Europe/London","0","",""
"3-7040B139501","139501","Newry","","54.172227","-6.340441","","","0","","Europe/London","0","",""
"3-7040B139511","139511","Newry (Opp Quay Shopping Centre)","","54.168692","-6.339019","","","0","","Europe/London","0","",""
"3-7040B139761","139761","Killeen Bridge","","54.131009","-6.346082","","","0","","Europe/London","0","",""
"3-7040B139771","139771","Killeen Bridge","","54.131023","-6.346479","","","0","","Europe/London","0","",""
"3-7040B139781","139781","Meigh Cross","","54.115863","-6.357129","","","0","","Europe/London","0","",""
"3-7040B139791","139791","Meigh Cross (Service Station)","","54.115892","-6.357279","","","0","","Europe/London","0","",""
"3-7040B150611","150611","Southern Regional College","","54.176486","-6.34535","","","0","","Europe/London","0","",""
"3-7040B156051","156051","Newry","","54.176002","-6.339467","","","0","","Europe/London","0","",""
"3-7040B156061","156061","Newry Bus Station","","54.174999","-6.340145","","","0","","Europe/London","0","",""
"3-7040IR0042","0","Newry","","54.188659","-6.362413","","","0","3-7040IR0042-P","Europe/London","0","",""
"3-7040IR0045","0","Portadown","","54.424993","-6.445312","","","0","3-7040IR0045-P","Europe/London","0","",""
"3-7040IR0090","0","Lurgan","","54.467011","-6.338528","","","0","3-7040IR0090-P","Europe/London","0","",""
"3-7050B108081","108081","Enniskillen","","54.343694","-7.640079","","","0","","Europe/London","0","",""
"3-7050B140871","140871","Derrylin","","54.191672","-7.565929","","","0","","Europe/London","0","",""
"3-7050B1409001","140901","Bellanaleck","","54.295005","-7.638015","","","0","","Europe/London","0","",""
"3-7050B141541","141541","Belleek","","54.476171","-8.094502","","","0","","Europe/London","0","",""
"3-7050B1415501","141551","Bellanaleck","","54.295058","-7.63783","","","0","","Europe/London","0","",""
"3-7050B141561","141561","Derrylin","","54.191678","-7.565736","","","0","","Europe/London","0","",""
"3-7050B630091","630091","Letterbreen","","54.309287","-7.732686","","","0","","Europe/London","0","",""
"3-7050B630101","630101","Letterbreen","","54.309493","-7.732162","","","0","","Europe/London","0","",""
"3-7050B6310001","631001","Belcoo","","54.297258","-7.869896","","","0","","Europe/London","0","",""
"3-7050B631071","631071","Loughview Drive","","54.297374","-7.870114","","","0","","Europe/London","0","",""
"3-7060B152481","152481","Sion Mills","","54.784312","-7.471637","","","0","","Europe/London","0","",""
"3-7060B156031","156031","Ballygawley (Park and Ride Stop)","","54.456349","-7.033901","","","0","","Europe/London","0","",""
"3-7060B157111","157111","Newtownstewart","","54.721891","-7.372982","","","0","","Europe/London","0","",""
"3-7060B158031","158031","Ulsterbus Depot","","54.601343","-7.30175","","","0","","Europe/London","0","",""
"3-7060B1581001","158101","Newtownstewart","","54.721774","-7.373015","","","0","","Europe/London","0","",""
"3-7060B158121","158121","Bradley Way","","54.826507","-7.47009","","","0","","Europe/London","0","",""
"3-7060B1581401","158141","Sion Mills","","54.785779","-7.472348","","","0","","Europe/London","0","",""
"3-7060B158181","158181","Canal Street","","54.827746","-7.463786","","","0","","Europe/London","0","",""
"3-821000003","11344","Tullow South","","52.800986","-6.739633","","","0","","Europe/Dublin","0","",""
"3-821000004","11345","Tullow South","","52.80091","-6.73953","","","0","","Europe/Dublin","0","",""
"3-821000005","12324","Carlow Institute","","52.819132","-6.944939","","","0","","Europe/Dublin","0","",""
"3-821000006","12325","Carlow Institute","","52.819254","-6.94507","","","0","","Europe/Dublin","0","",""
"3-821000007","13227","Leighlinbridge","","52.736693","-6.975816","","","0","","Europe/Dublin","0","",""
"3-821000008","13228","Leighlinbridge","","52.7365","-6.97598","","","0","","Europe/Dublin","0","",""
"3-821000017","14131","Setu Green Road","","52.826438","-6.93572","","","0","","Europe/Dublin","0","",""
"3-821000018","13229","Saint Patrick's Park","","52.804379","-6.744251","","","0","","Europe/Dublin","0","",""
"3-821000019","11722","Carlow Station","","52.84068","-6.92294","","","0","","Europe/Dublin","0","",""
"3-8210000199","13608","Carlow College","","52.838603","-6.927199","","","0","","Europe/Dublin","0","",""
"3-821000020","11741","Carlow Station","","52.84082","-6.92283","","","0","","Europe/Dublin","0","",""
"3-821000022","13230","Bennekerry","","52.821734","-6.877851","","","0","","Europe/Dublin","0","",""
"3-8210B111621","111621","Saint Patrick's Avenue","","52.837124","-6.91467","","","0","","Europe/Dublin","0","",""
"3-8210B111891","111891","Sleaty Street","","52.844148","-6.939762","","","0","","Europe/Dublin","0","",""
"3-8210B1340201","134021","Hacketstown","","52.865375","-6.558453","","","0","","Europe/Dublin","0","",""
"3-8210B1340202","134022","Hacketstown","","52.86528","-6.558456","","","0","","Europe/Dublin","0","",""
"3-8210B136061","136061","Setu Carlow","","52.829981","-6.935975","","","0","","Europe/Dublin","0","",""
"3-8210B1360701","136071","Ballyknockan","","52.735531","-6.987098","","","0","","Europe/Dublin","0","",""
"3-8210B136211","136211","Rathvilly","","52.880551","-6.695562","","","0","","Europe/Dublin","0","",""
"3-8210B153991","153991","Tullow North","","52.80482","-6.732506","","","0","","Europe/Dublin","0","",""
"3-8210B154001","154001","Tullow North","","52.804658","-6.732496","","","0","","Europe/Dublin","0","",""
"3-8210B202101","202101","Wexford Road Business Park","","52.820615","-6.897133","","","0","","Europe/Dublin","0","",""
"3-8210B3355701","335571","Carlow Bus Station","","52.833738","-6.926948","","","0","","Europe/Dublin","0","",""
"3-8210B3355702","335572","Carlow Bus Station","","52.833679","-6.926913","","","0","","Europe/Dublin","0","",""
"3-8210B339081","339081","Ballyknockan","","52.738872","-6.985687","","","0","","Europe/Dublin","0","",""
"3-8210B3394301","339431","Royaloak","","52.704245","-6.984179","","","0","","Europe/Dublin","0","",""
"3-8210B3511401","351141","Rathvilly","","52.880629","-6.695287","","","0","","Europe/Dublin","0","",""
"3-8210B3511801","351181","Kildavin","","52.683916","-6.685386","","","0","","Europe/Dublin","0","",""
"3-8210B351711","351711","Ballon","","52.740188","-6.7704","","","0","","Europe/Dublin","0","",""
"3-8210B351721","351721","Ballon","","52.740087","-6.770225","","","0","","Europe/Dublin","0","",""
"3-8210B3555602","355562","Tullow Centre","","52.80311","-6.7359","","","0","","Europe/Dublin","0","",""
"3-8210B3555603","355563","Tullow Centre","","52.802936","-6.73618","","","0","","Europe/Dublin","0","",""
"3-8210B5981201","598121","Setu Carlow","","52.830054","-6.936121","","","0","","Europe/Dublin","0","",""
"3-8210CO11092","11092","Carraig Abhainn","","52.825857","-6.937188","","","0","","Europe/Dublin","0","",""
"3-8210CO11093","110931","Bourlum Wood","","52.823409","-6.935764","","","0","","Europe/Dublin","0","",""
"3-8210CO11094","110941","Setu Green Road","","52.825497","-6.934096","","","0","","Europe/Dublin","0","",""
"3-8210CO11095","110951","New Street","","52.829729","-6.93095","","","0","","Europe/Dublin","0","",""
"3-8210CO11096","110961","Hanover Road","","52.831403","-6.929143","","","0","","Europe/Dublin","0","",""
"3-8210CO11097","11097","Hanover Bus Park","","52.833674","-6.926876","","","0","","Europe/Dublin","0","",""
"3-8210CO11098","110981","Fire Station","","52.83703","-6.92286","","","0","","Europe/Dublin","0","",""
"3-8210CO11099","110991","Green Lane","","52.841239","-6.917605","","","0","","Europe/Dublin","0","",""
"3-8210CO11100","111001","Deerpark Roundabout","","52.845026","-6.910029","","","0","","Europe/Dublin","0","",""
"3-8210CO11101","111011","Enterprise Business Park","","52.840432","-6.909015","","","0","","Europe/Dublin","0","",""
"3-8210CO11102","201041","Sandhills","","52.839602","-6.904687","","","0","","Europe/Dublin","0","",""
"3-8210CO11103","201051","Burrindale","","52.841719","-6.902289","","","0","","Europe/Dublin","0","",""
"3-8210CO11104","111041","Beechwood Park","","52.844729","-6.899318","","","0","","Europe/Dublin","0","",""
"3-8210CO11105","201061","Tinteán Coille","","52.846753","-6.895674","","","0","","Europe/Dublin","0","",""
"3-8210CO11106","201111","MSD Carlow","","52.854254","-6.884615","","","0","","Europe/Dublin","0","",""
"3-8210CO11108","111231","Tinteán Coille","","52.846705","-6.89526","","","0","","Europe/Dublin","0","",""
"3-8210CO11109","111091","Beechwood Park","","52.844924","-6.898986","","","0","","Europe/Dublin","0","",""
"3-8210CO11110","111101","Burrindale","","52.84195","-6.902001","","","0","","Europe/Dublin","0","",""
"3-8210CO11111","111241","Sandhills","","52.839411","-6.907423","","","0","","Europe/Dublin","0","",""
"3-8210CO11112","111121","Enterprise Business Park","","52.840884","-6.909271","","","0","","Europe/Dublin","0","",""
"3-8210CO11113","111131","Deerpark Roundabout","","52.844784","-6.910183","","","0","","Europe/Dublin","0","",""
"3-8210CO11114","111141","Green Lane","","52.84178","-6.916849","","","0","","Europe/Dublin","0","",""
"3-8210CO11115","111151","Fire Station","","52.83698","-6.922727","","","0","","Europe/Dublin","0","",""
"3-8210CO11117","111171","Hanover Road","","52.831857","-6.928657","","","0","","Europe/Dublin","0","",""
"3-8210CO11118","111181","New Street","","52.829034","-6.931546","","","0","","Europe/Dublin","0","",""
"3-8210CO11119","111191","Setu Green Road","","52.825738","-6.933882","","","0","","Europe/Dublin","0","",""
"3-8210CO11120","111201","Bourlum Wood","","52.823008","-6.9361","","","0","","Europe/Dublin","0","",""
"3-8210CO11121","111211","Carraig Abhainn","","52.825967","-6.937364","","","0","","Europe/Dublin","0","",""
"3-8210CO11122","111221","Rath Abhainn","","52.822572","-6.941705","","","0","","Europe/Dublin","0","",""
"3-8210CO11125","111251","Sleaty Street","","52.844","-6.939655","","","0","","Europe/Dublin","0","",""
"3-8210CO11126","111261","Sleaty Street","","52.840491","-6.938241","","","0","","Europe/Dublin","0","",""
"3-8210CO11127","113911","Maryborough Street","","52.837085","-6.938369","","","0","","Europe/Dublin","0","",""
"3-8210CO11128","111281","Carlow Castle","","52.836621","-6.935753","","","0","","Europe/Dublin","0","",""
"3-8210CO11129","111291","Kennedy Avenue","","52.835658","-6.931546","","","0","","Europe/Dublin","0","",""
"3-8210CO11132","111321","Pollerton Road","","52.836836","-6.918723","","","0","","Europe/Dublin","0","",""
"3-8210CO11133","111331","Saint Patrick's Avenue","","52.837255","-6.914409","","","0","","Europe/Dublin","0","",""
"3-8210CO11134","111341","Castlewood Gardens","","52.838683","-6.91136","","","0","","Europe/Dublin","0","",""
"3-8210CO11135","113921","Askea","","52.835379","-6.91079","","","0","","Europe/Dublin","0","",""
"3-8210CO11138","113951","Tullow Road","","52.831464","-6.907311","","","0","","Europe/Dublin","0","",""
"3-8210CO11139","111391","The Orchards","","52.829989","-6.903252","","","0","","Europe/Dublin","0","",""
"3-8210CO11140","113961","Chapelstown","","52.82797","-6.899742","","","0","","Europe/Dublin","0","",""
"3-8210CO11143","111431","Chapelstown","","52.827806","-6.899493","","","0","","Europe/Dublin","0","",""
"3-8210CO11145","112031","Tullow Road","","52.831191","-6.906873","","","0","","Europe/Dublin","0","",""
"3-8210CO11146","113931","Ashgrove","","52.830639","-6.912407","","","0","","Europe/Dublin","0","",""
"3-8210CO11147","113941","Mount Leinster Park","","52.833066","-6.9134","","","0","","Europe/Dublin","0","",""
"3-8210CO11148","111461","Askea","","52.835257","-6.911193","","","0","","Europe/Dublin","0","",""
"3-8210CO11149","111601","Castlewood Gardens","","52.838257","-6.911979","","","0","","Europe/Dublin","0","",""
"3-8210CO11151","113131","Pollerton Road","","52.836699","-6.919424","","","0","","Europe/Dublin","0","",""
"3-8210CO11154","111821","Kennedy Avenue","","52.835423","-6.931463","","","0","","Europe/Dublin","0","",""
"3-8210CO11155","111861","Carlow Castle","","52.836651","-6.936064","","","0","","Europe/Dublin","0","",""
"3-8210CO11156","111871","Maryborough Street","","52.837867","-6.938305","","","0","","Europe/Dublin","0","",""
"3-8210CO11157","111881","Sleaty Street","","52.839859","-6.938004","","","0","","Europe/Dublin","0","",""
"3-8210CO11159","202001","Barrow Valley","","52.84543","-6.94105","","","0","","Europe/Dublin","0","",""
"3-8210CO11444","111421","The Orchards","","52.830137","-6.903679","","","0","","Europe/Dublin","0","",""
"3-8210IR0001","0","Muine Bheag (Bagenalstown)","","52.69918","-6.952653","","","0","3-8210IR0001-P","Europe/Dublin","0","",""
"3-8210IR0002","0","Carlow","","52.840788","-6.922622","","","0","3-8210IR0002-P","Europe/Dublin","0","",""
"3-8210LL10438","10438","Rathtoe","","52.787964","-6.800573","","","0","","Europe/Dublin","0","",""
"3-8210LL10441","14527","The Parade","","52.703237","-6.955709","","","0","","Europe/Dublin","0","",""
"3-8210LL10442","14526","Bagenalstown","","52.70028","-6.9571","","","0","","Europe/Dublin","0","",""
"3-8210LL10443","14525","Kilgraney","","52.65341","-6.95248","","","0","","Europe/Dublin","0","",""
"3-8210LL10444","12022","Woodlawn Park","","52.60298","-6.93527","","","0","","Europe/Dublin","0","",""
"3-8210LL10445","13625","Borris","","52.60014","-6.92412","","","0","","Europe/Dublin","0","",""
"3-8210LL10446","14524","Coolnamara","","52.55124","-6.91198","","","0","","Europe/Dublin","0","",""
"3-8210LL10447","14523","Glynn","","52.50274","-6.90664","","","0","","Europe/Dublin","0","",""
"3-8210LL10448","14522","Saint Mullin's","","52.490401","-6.929692","","","0","","Europe/Dublin","0","",""
"3-8210LL10449","14521","Drummond","","52.47186","-6.90205","","","0","","Europe/Dublin","0","",""
"3-8210LL10450","14520","Coolnamara","","52.55145","-6.91206","","","0","","Europe/Dublin","0","",""
"3-8210LL10451","14519","Bagenalstown","","52.70022","-6.95721","","","0","","Europe/Dublin","0","",""
"3-8210LL10452","14518","The Parade","","52.70332","-6.95592","","","0","","Europe/Dublin","0","",""
"3-8210LL10874","10874","Tinryland","","52.79841","-6.89996","","","0","","Europe/Dublin","0","",""
"3-8210LL12004","14385","Woodlawn Park","","52.60307","-6.93516","","","0","","Europe/Dublin","0","",""
"3-8210LL12850","12850","Rathtoe","","52.78803","-6.80066","","","0","","Europe/Dublin","0","",""
"3-8210LL12851","12851","Tinryland","","52.79835","-6.89979","","","0","","Europe/Dublin","0","",""
"3-8210LL14503","14503","Saint Mullin's","","52.49028","-6.92994","","","0","","Europe/Dublin","0","",""
"3-8210LL14505","14505","Kilgraney","","52.65349","-6.95228","","","0","","Europe/Dublin","0","",""
"3-8210LL14507","14507","Glynn","","52.50266","-6.90657","","","0","","Europe/Dublin","0","",""
"3-8210LL14508","14508","Drummond","","52.47194","-6.90201","","","0","","Europe/Dublin","0","",""
"3-8210PB000012","13626","Borris","","52.600186","-6.923985","","","0","","Europe/Dublin","0","",""
"3-8210PB13796","13796","Saint Patrick's Park","","52.80435","-6.74459","","","0","","Europe/Dublin","0","",""
"3-8210PB13797","13797","Bennekerry","","52.82182","-6.87804","","","0","","Europe/Dublin","0","",""
"3-8210PB14481","14481","Templeowen","","52.79914","-6.7419","","","0","","Europe/Dublin","0","",""
"3-8210PB14482","14482","Templeowen","","52.79938","-6.74189","","","0","","Europe/Dublin","0","",""
"3-8220000002","13609","Sheriff Street Upper","","53.349883","-6.230232","","","0","","Europe/Dublin","0","",""
"3-8220000003","13019","Ferry Terminal 2","","53.35","-6.19725","","","0","","Europe/Dublin","0","",""
"3-8220000005","13610","Park West Road","","53.332343","-6.363435","","","0","","Europe/Dublin","0","",""
"3-8220000150","13020","Abbey Street","","53.348562","-6.258961","","","0","","Europe/Dublin","0","",""
"3-8220000357","0","George's Quay","","53.34734","-6.25258","","","0","","Europe/Dublin","0","",""
"3-8220000372","13612","East Wall Road","","53.350791","-6.226003","","","0","","Europe/Dublin","0","",""
"3-8220000386","13613","Schoolhouse Hotel","","53.337231","-6.239556","","","0","","Europe/Dublin","0","",""
"3-8220000413","0","The Gresham Hotel","","53.351724","-6.261296","","","0","","Europe/Dublin","0","",""
"3-8220000414","0","The Gresham Hotel","","53.351483","-6.26081","","","0","","Europe/Dublin","0","",""
"3-8220000441","13618","Cumberland Street North","","53.353699","-6.258169","","","0","","Europe/Dublin","0","",""
"3-822008203","8203","Visitor Centre","","53.36469","-6.33167","","","0","","Europe/Dublin","0","",""
"3-822008204","8204","Áras an Uachtaráin","","53.35938","-6.32384","","","0","","Europe/Dublin","0","",""
"3-822008205","8205","Dublin Zoo","","53.35173","-6.30548","","","0","","Europe/Dublin","0","",""
"3-822008206","8206","Park Gates","","53.34884","-6.29777","","","0","","Europe/Dublin","0","",""
"3-822008208","8208","Park Gates","","53.348995","-6.298737","","","0","","Europe/Dublin","0","",""
"3-822008209","8209","Dublin Zoo","","53.35169","-6.3057","","","0","","Europe/Dublin","0","",""
"3-822008210","8210","Áras an Uachtaráin","","53.358951","-6.32316","","","0","","Europe/Dublin","0","",""
"3-82202B008257","8257","Saint Kevin's College","","53.385027","-6.278198","","","0","","Europe/Dublin","0","",""
"3-8220B007612","7612","Merrion Square","","53.34146","-6.2503","","","0","","Europe/Dublin","0","",""
"3-8220B008367","8367","Broombridge","","53.372326","-6.299488","","","0","","Europe/Dublin","0","",""
"3-8220B1000401","100041","Clare Street","","53.341435","-6.251622","","","0","","Europe/Dublin","0","",""
"3-8220B100111","100111","Westland Row","","53.343163","-6.249959","","","0","","Europe/Dublin","0","",""
"3-8220B100461","100461","Merrion Road","","53.328356","-6.228375","","","0","","Europe/Dublin","0","",""
"3-8220B1009001","100901","St Margaret's Road","","53.400198","-6.308347","","","0","","Europe/Dublin","0","",""
"3-8220B1011301","101131","North Road","","53.400147","-6.307867","","","0","","Europe/Dublin","0","",""
"3-8220B1011501","101151","Glasnevin","","53.369943","-6.278062","","","0","","Europe/Dublin","0","",""
"3-8220B1021101","102111","Bachelors Walk","","53.346863","-6.26235","","","0","","Europe/Dublin","0","",""
"3-8220B1046101","104611","Merrion Row","","53.338533","-6.254804","","","0","","Europe/Dublin","0","",""
"3-8220B106421","106421","3arena","","53.346899","-6.229431","","","0","","Europe/Dublin","0","",""
"3-8220B10995","10995","Heuston Station","","53.34587","-6.29366","","","0","","Europe/Dublin","0","",""
"3-8220B111761","111761","Westland Row Church","","53.342626","-6.250132","","","0","","Europe/Dublin","0","",""
"3-8220B111771","111771","Irish Life","","53.349115","-6.255619","","","0","","Europe/Dublin","0","",""
"3-8220B134961","134961","Dublin Busáras","","53.349913","-6.252387","","","0","","Europe/Dublin","0","",""
"3-8220B135001","135001","Dublin Busáras","","53.34981","-6.25203","","","0","","Europe/Dublin","0","",""
"3-8220B1350201","135021","Dcu","","53.386889","-6.256631","","","0","","Europe/Dublin","0","",""
"3-8220B1350301","135031","Beresford Place","","53.348755","-6.254958","","","0","","Europe/Dublin","0","",""
"3-8220B1351001","135101","Wellington Quay","","53.345864","-6.263817","","","0","","Europe/Dublin","0","",""
"3-8220B1351101","135111","George's Quay","","53.347392","-6.252129","","","0","","Europe/Dublin","0","",""
"3-8220B1351201","135121","Connolly Station","","53.350218","-6.250527","","","0","","Europe/Dublin","0","",""
"3-8220B1351401","135141","George's Quay","","53.34737","-6.25346","","","0","","Europe/Dublin","0","",""
"3-8220B1352701","135271","Custom House Quay","","53.348359","-6.253712","","","0","","Europe/Dublin","0","",""
"3-8220B1353101","135311","Wilton Terrace","","53.333451","-6.249021","","","0","","Europe/Dublin","0","",""
"3-8220B1353301","135331","Dawson Street","","53.340134","-6.258584","","","0","","Europe/Dublin","0","",""
"3-8220B1353501","135351","Eden Quay","","53.3478","-6.258496","","","0","","Europe/Dublin","0","",""
"3-8220B1354001","135401","Heuston Station","","53.346033","-6.292647","","","0","","Europe/Dublin","0","",""
"3-8220B135411","135411","Wilton Terrace","","53.333421","-6.249085","","","0","","Europe/Dublin","0","",""
"3-8220B1354201","135421","Heuston Station","","53.346225","-6.292495","","","0","","Europe/Dublin","0","",""
"3-8220B211521","211521","Merrion Square West","","53.34091","-6.250788","","","0","","Europe/Dublin","0","",""
"3-8220B3551501","355151","Vincent's Hospital","","53.317358","-6.215983","","","0","","Europe/Dublin","0","",""
"3-8220CO10995","0","Heuston Station","","53.345858","-6.293887","","","0","","Europe/Dublin","0","",""
"3-8220CO10996","10996","Parkgate Street","","53.347888","-6.290712","","","0","","Europe/Dublin","0","",""
"3-8220DB000002","2","Parnell Square West","","53.352244","-6.263723","","","0","","Europe/Dublin","0","",""
"3-8220DB000003","3","Parnell Square West","","53.352309","-6.263811","","","0","","Europe/Dublin","0","",""
"3-8220DB000005","5","Parnell Square West","","53.352574","-6.264115","","","0","","Europe/Dublin","0","",""
"3-8220DB000006","6","Parnell Square West","","53.352749","-6.264454","","","0","","Europe/Dublin","0","",""
"3-8220DB000007","7","Parnell Square West","","53.352841","-6.26457","","","0","","Europe/Dublin","0","",""
"3-8220DB000008","8","Parnell Square West","","53.353332","-6.265287","","","0","","Europe/Dublin","0","",""
"3-8220DB000011","11","St Joseph's Parade","","53.356815","-6.264679","","","0","","Europe/Dublin","0","",""
"3-8220DB000012","12","Dorset Street Upper","","53.357107","-6.264382","","","0","","Europe/Dublin","0","",""
"3-8220DB000014","14","Eccles Place","","53.358531","-6.262777","","","0","","Europe/Dublin","0","",""
"3-8220DB000015","15","Dorset Street Lower","","53.360267","-6.260978","","","0","","Europe/Dublin","0","",""
"3-8220DB000016","16","John Paul Park","","53.36644","-6.30565","","","0","","Europe/Dublin","0","",""
"3-8220DB000017","17","Drumcondra Station","","53.363078","-6.258399","","","0","","Europe/Dublin","0","",""
"3-8220DB000018","18","Archbishop's House","","53.365856","-6.255957","","","0","","Europe/Dublin","0","",""
"3-8220DB000019","19","Botanic Avenue","","53.367235","-6.2556","","","0","","Europe/Dublin","0","",""
"3-8220DB000021","21","Drumcondra Village","","53.370101","-6.254311","","","0","","Europe/Dublin","0","",""
"3-8220DB000022","22","Home Farm Road","","53.373504","-6.252804","","","0","","Europe/Dublin","0","",""
"3-8220DB000023","23","Ferguson Road","","53.374228","-6.256261","","","0","","Europe/Dublin","0","",""
"3-8220DB000024","24","Walsh Road","","53.375133","-6.260372","","","0","","Europe/Dublin","0","",""
"3-8220DB000025","25","Rathlin Road","","53.375899","-6.263618","","","0","","Europe/Dublin","0","",""
"3-8220DB000027","27","Ballymun Road","","53.379439","-6.266585","","","0","","Europe/Dublin","0","",""
"3-8220DB000028","28","Hampstead Avenue","","53.381579","-6.266002","","","0","","Europe/Dublin","0","",""
"3-8220DB000029","29","Albert College Park","","53.383488","-6.265669","","","0","","Europe/Dublin","0","",""
"3-8220DB000030","30","Ventry Park","","53.370332","-6.304601","","","0","","Europe/Dublin","0","",""
"3-8220DB000031","31","St Pappin's Road","","53.386033","-6.268858","","","0","","Europe/Dublin","0","",""
"3-8220DB000032","32","Stormanstown Road","","53.386196","-6.271377","","","0","","Europe/Dublin","0","",""
"3-8220DB000033","33","Glasnevin Drive","","53.388718","-6.271771","","","0","","Europe/Dublin","0","",""
"3-8220DB000035","35","Dean Swift Road","","53.386207","-6.270911","","","0","","Europe/Dublin","0","",""
"3-8220DB000036","36","Maolbuille Road","","53.386127","-6.267877","","","0","","Europe/Dublin","0","",""
"3-8220DB000037","37","DCU Ballymun Road","","53.385346","-6.264887","","","0","","Europe/Dublin","0","",""
"3-8220DB000038","38","Hampstead Avenue","","53.382237","-6.26551","","","0","","Europe/Dublin","0","",""
"3-8220DB000039","39","The Rise","","53.380414","-6.265659","","","0","","Europe/Dublin","0","",""
"3-8220DB000040","40","Stella Avenue","","53.376661","-6.264669","","","0","","Europe/Dublin","0","",""
"3-8220DB000041","41","Home Farm Road","","53.375559","-6.261858","","","0","","Europe/Dublin","0","",""
"3-8220DB000042","42","Corpus Christi Ns","","53.37465","-6.257461","","","0","","Europe/Dublin","0","",""
"3-8220DB000043","43","Achill Road","","53.373861","-6.253901","","","0","","Europe/Dublin","0","",""
"3-8220DB000044","44","Home Farm Road East","","53.373017","-6.252132","","","0","","Europe/Dublin","0","",""
"3-8220DB000045","45","Drumcondra Village","","53.369936","-6.254107","","","0","","Europe/Dublin","0","",""
"3-8220DB000046","46","Botanic Avenue","","53.367131","-6.255259","","","0","","Europe/Dublin","0","",""
"3-8220DB000047","47","Archbishop's House","","53.363916","-6.257298","","","0","","Europe/Dublin","0","",""
"3-8220DB000048","48","Drumcondra Station","","53.362257","-6.258808","","","0","","Europe/Dublin","0","",""
"3-8220DB000049","49","Dorset Street Lower","","53.360004","-6.260853","","","0","","Europe/Dublin","0","",""
"3-8220DB000051","51","Eccles Place","","53.35781","-6.263272","","","0","","Europe/Dublin","0","",""
"3-8220DB000052","52","Dorset Street Upper","","53.356661","-6.264565","","","0","","Europe/Dublin","0","",""
"3-8220DB000053","53","Synnott Row","","53.360014","-6.262791","","","0","","Europe/Dublin","0","",""
"3-8220DB000054","54","The Mater Hospital","","53.360222","-6.265908","","","0","","Europe/Dublin","0","",""
"3-8220DB000055","55","Mountjoy Prison","","53.360412","-6.26847","","","0","","Europe/Dublin","0","",""
"3-8220DB000056","56","Phibsborough Church","","53.36076","-6.276487","","","0","","Europe/Dublin","0","",""
"3-8220DB000058","58","Phibsborough Luas","","53.360946","-6.281204","","","0","","Europe/Dublin","0","",""
"3-8220DB000059","59","Cabra Road","","53.361018","-6.284943","","","0","","Europe/Dublin","0","",""
"3-8220DB000060","60","Quarry Road","","53.361279","-6.289364","","","0","","Europe/Dublin","0","",""
"3-8220DB000063","63","Fassaugh Avenue","","53.366792","-6.29275","","","0","","Europe/Dublin","0","",""
"3-8220DB000064","64","Cabra West Church","","53.367089","-6.295233","","","0","","Europe/Dublin","0","",""
"3-8220DB000065","65","Dingle Road","","53.367255","-6.298051","","","0","","Europe/Dublin","0","",""
"3-8220DB000066","66","Killala Road","","53.367275","-6.30074","","","0","","Europe/Dublin","0","",""
"3-8220DB000068","68","Ventry Drive","","53.369078","-6.304245","","","0","","Europe/Dublin","0","",""
"3-8220DB000069","69","Carnlough Road","","53.37137","-6.30327","","","0","","Europe/Dublin","0","",""
"3-8220DB000071","71","Ventry Park","","53.370258","-6.304439","","","0","","Europe/Dublin","0","",""
"3-8220DB000072","72","Ventry Drive","","53.36897","-6.304265","","","0","","Europe/Dublin","0","",""
"3-8220DB000073","73","Killala Road","","53.367392","-6.300721","","","0","","Europe/Dublin","0","",""
"3-8220DB000074","74","Cabra West Church","","53.3672","-6.295499","","","0","","Europe/Dublin","0","",""
"3-8220DB000075","75","Fionnbarra Gaa","","53.366547","-6.291317","","","0","","Europe/Dublin","0","",""
"3-8220DB000077","77","Quarry Road","","53.361309","-6.289574","","","0","","Europe/Dublin","0","",""
"3-8220DB000078","78","Cabra Road","","53.361149","-6.284066","","","0","","Europe/Dublin","0","",""
